date,daily_deaths
2021-12-31,-118.0
2022-01-01,3.0
2022-01-02,-120.0
2022-01-03,109.0
2022-01-04,387.0
2022-01-05,-154.0
2022-01-06,-39.0
2022-01-07,56.0
2022-01-08,-258.0
2022-01-09,-24.0
2022-01-10,215.0
2022-01-11,153.0
2022-01-12,-62.0
2022-01-13,42.0
2022-01-14,-70.0
2022-01-15,-225.0
2022-01-16,-35.0
2022-01-17,55.0
2022-01-18,269.0
2022-01-19,-61.0
2022-01-20,84.0
2022-01-21,-30.0
2022-01-22,-286.0
2022-01-23,-1.0
2022-01-24,321.0
2022-01-25,-98.0
2022-01-26,475.0
2022-01-27,-359.0
2022-01-28,179.0
2022-01-29,-384.0
2022-01-30,-159.0
2022-01-31,401.0
2022-02-01,6.0
2022-02-02,65.0
2022-02-03,-168.0
2022-02-04,214.0
2022-02-05,-423.0
2022-02-06,-117.0
2022-02-07,540.0
2022-02-08,5.0
2022-02-09,99.0
2022-02-10,-186.0
2022-02-11,21.0
2022-02-12,-373.0
2022-02-13,-106.0
2022-02-14,464.0
2022-02-15,-138.0
2022-02-16,117.0
2022-02-17,87.0
2022-02-18,-57.0
2022-02-19,-361.0
2022-02-20,-122.0
2022-02-21,-37.0
2022-02-22,639.0
2022-02-23,-207.0
2022-02-24,27.0
2022-02-25,25.0
2022-02-26,-436.0
2022-02-27,-77.0
2022-02-28,596.0
2022-03-01,-381.0
2022-03-02,273.0
2022-03-03,-234.0
2022-03-04,121.0
2022-03-05,-330.0
2022-03-06,-20.0
2022-03-07,416.0
2022-03-08,-254.0
2022-03-09,351.0
2022-03-10,-251.0
2022-03-11,-38.0
2022-03-12,-194.0
2022-03-13,-65.0
2022-03-14,374.0
2022-03-15,-239.0
2022-03-16,626.0
2022-03-17,-553.0
2022-03-18,2.0
2022-03-19,-147.0
2022-03-20,-56.0
2022-03-21,231.0
2022-03-22,-63.0
2022-03-23,427.0
2022-03-24,-413.0
2022-03-25,5.0
2022-03-26,-166.0
2022-03-27,-28.0
2022-03-28,193.0
2022-03-29,-94.0
2022-03-30,514.0
